Name,Phone,Category,Subcategory,District,Address,Latitude,Longitude,Google Maps URL
Dubai restaurant,+919544554552,Restaurants,Restaurants,Wayanad,"SH29, Mappadi, Rippon, thalakkal, Kerala 673577, India",11.5412007,76.1762796,https://www.google.com/maps/place/Dubai+restaurant/data=!4m7!3m6!1s0x3ba6121d1060f557:0xe78370daeb660b40!8m2!3d11.5412007!4d76.1762796!16s%2Fg%2F11b6d5ttdp!19sChIJV_VgEB0SpjsRQAtm69pwg-c?authuser=0&hl=en&rclk=1
Tajmahal Restaurant,+917034566400,Restaurants,Restaurants,Wayanad,"Tajmahal Restaurant Near st josephs up school, Mysuru - Ooty Rd, Meppadi, Kerala 673577, India",11.5532498,76.1365085,https://www.google.com/maps/place/Tajmahal+Restaurant/data=!4m7!3m6!1s0x3ba60d49dae1370d:0xfefd893301dddec!8m2!3d11.5532498!4d76.1365085!16s%2Fg%2F11hzj9qmvm!19sChIJDTfh2kkNpjsR7N0dMJPY7w8?authuser=0&hl=en&rclk=1
Taj Restaurant,+914936215218,Restaurants,Restaurants,Wayanad,"Ambalavayal, Kerala 673593, India",11.6220766,76.2112866,https://www.google.com/maps/place/Taj+Restaurant/data=!4m7!3m6!1s0x3ba60f003de28cc7:0xe5b6b640829d644!8m2!3d11.6220766!4d76.2112866!16s%2Fg%2F11wvblzf8b!19sChIJx4ziPQAPpjsRRNYpCGRrWw4?authuser=0&hl=en&rclk=1
Sterling Lontano Waterfront - Wayanad,+917969792052,Restaurants,Restaurants,Wayanad,"H5PH+6X, Thrikkaipatta part, Kerala 673581, India",11.5859068,76.1792267,https://www.google.com/maps/place/Sterling+Lontano+Waterfront+-+Wayanad/data=!4m10!3m9!1s0x3ba60f00217b6229:0x43770a677ca214db!5m2!4m1!1i2!8m2!3d11.5859068!4d76.1792267!16s%2Fg%2F11vwzdf17f!19sChIJKWJ7IQAPpjsR2xSifGcKd0M?authuser=0&hl=en&rclk=1
Wayanad Mountain Valley Shop,+919744123180,Restaurants,Restaurants,Wayanad,"1, Soojipara Road, Meppadi, Vellarimala, Kerala 673577, India",11.507105,76.1576292,https://www.google.com/maps/place/Wayanad+Mountain+Valley+Shop/data=!4m7!3m6!1s0x3ba613cada5f9d99:0x655e27b0600970fd!8m2!3d11.507105!4d76.1576292!16s%2Fg%2F11gdt59d66!19sChIJmZ1f2soTpjsR_XAJYLAnXmU?authuser=0&hl=en&rclk=1
Hotel Greens,+919961308853,Restaurants,Restaurants,Wayanad,"road, Ambalavayal, Chulliyode, Kerala 673593, India",11.6183138,76.2115619,https://www.google.com/maps/place/Hotel+Greens/data=!4m7!3m6!1s0x3ba60feda8ab142d:0x9725d33b858bbed8!8m2!3d11.6183138!4d76.2115619!16s%2Fg%2F11zfns5tct!19sChIJLRSrqO0PpjsR2L6LhTvTJZc?authuser=0&hl=en&rclk=1
Ajwa Restaurant,,Restaurants,Restaurants,Wayanad,"7/190, KB Road, Meppadi, Kerala 673577, India",11.5537083,76.13555,https://www.google.com/maps/place/Ajwa+Restaurant/data=!4m7!3m6!1s0x3ba60d002337462f:0xfd51b56ea9cfec0b!8m2!3d11.5537083!4d76.13555!16s%2Fg%2F11ld9cj7gk!19sChIJL0Y3IwANpjsRC-zPqW61Uf0?authuser=0&hl=en&rclk=1
Hotel Bay Club,,Coffee shop,Coffee shop,Kozhikode,"SH54, Purakkattiri, Kozhikode, Kerala 673317, India",11.3422035,75.7609139,https://www.google.com/maps/place/Hotel+Bay+Club/data=!4m7!3m6!1s0x3ba65fc87ca72c23:0x7f497d6a4a7ce156!8m2!3d11.3422035!4d75.7609139!16s%2Fg%2F11mblfp4lf!19sChIJIyynfMhfpjsRVuF8Smp9SX8?authuser=0&hl=en&rclk=1
C.ville chai spot,,Coffee shop,Coffee shop,Kozhikode,"9Q26+FM8, Kozhikode, Kerala 673317, India",11.3511562,75.7617015,https://www.google.com/maps/place/C.ville+chai+spot/data=!4m7!3m6!1s0x3ba65f7117f98315:0xc63597fefa8995da!8m2!3d11.3511562!4d75.7617015!16s%2Fg%2F11vhgl2fvs!19sChIJFYP5F3FfpjsR2pWJ-v6XNcY?authuser=0&hl=en&rclk=1
Amma hotel,+918089112130,Restaurant,Restaurant,Kozhikode,"pullanjimedu pullanjimedu kr, Thamarassery, Raroth, Kerala 673586, India",11.4377815,75.9568672,https://www.google.com/maps/place/Amma+hotel/data=!4m7!3m6!1s0x3ba669858ac5e51b:0x6d5f3edd5b1361be!8m2!3d11.4377815!4d75.9568672!16s%2Fg%2F11sx0v8lv6!19sChIJG-XFioVppjsRvmETW90-X20?authuser=0&hl=en&rclk=1
Kambippalam Thattukada (Hotel),+919207020750,Restaurants,Restaurants,Wayanad,"Thalappuzha, Thavinhal, Kerala 670644, India",11.8379935,75.9570859,https://www.google.com/maps/place/Kambippalam+Thattukada+%28Hotel%29/data=!4m7!3m6!1s0x3ba5db0027a16be7:0x9a659a63173f1005!8m2!3d11.8379935!4d75.9570859!16s%2Fg%2F11lzp8_ch4!19sChIJ52uhJwDbpTsRBRA_F2OaZZo?authuser=0&hl=en&rclk=1
Al Qaswa Thattukada,,Restaurants,Restaurants,Wayanad,"RXR2+G39, SH59, Thalappuzha, Thavinhal, Kerala 670644, India",11.8414348,75.9502503,https://www.google.com/maps/place/Al+Qaswa+Thattukada/data=!4m7!3m6!1s0x3ba5db005b65d789:0x7624adf03dc79708!8m2!3d11.8414348!4d75.9502503!16s%2Fg%2F11xdxqzx0p!19sChIJiddlWwDbpTsRCJfHPfCtJHY?authuser=0&hl=en&rclk=1
Wayanadan Thattukada,,Restaurants,Restaurants,Wayanad,"PRRR+38, Thondernad, Kerala 670731, India",11.7402047,75.8407779,https://www.google.com/maps/place/Wayanadan+Thattukada/data=!4m7!3m6!1s0x3ba5d7002190b423:0xfaa15ef9a1a7070!8m2!3d11.7402047!4d75.8407779!16s%2Fg%2F11nc7ghjg6!19sChIJI7SQIQDXpTsRcHAamu8Vqg8?authuser=0&hl=en&rclk=1
New Grand Restaurant,+919544477071,Restaurants,Restaurants,Wayanad,"Kss Building, 4/16, Mananthavady Road, Thavinhal, Kerala 670644, India",11.8350171,75.9640149,https://www.google.com/maps/place/New+Grand+Restaurant/data=!4m7!3m6!1s0x3ba5db005ccdac8d:0x65f8caa16f7db7c2!8m2!3d11.8350171!4d75.9640149!16s%2Fg%2F11ys75vn4z!19sChIJjazNXADbpTsRwrd9b6HK-GU?authuser=0&hl=en&rclk=1
Chillies Family restaurant,,Restaurants,Restaurants,Wayanad,"Ward No 9 Malabar, SH59, Ambayathode, Thavinhal, Kerala 670644, India",11.8316787,75.9713499,https://www.google.com/maps/place/Chillies+Family+restaurant/data=!4m7!3m6!1s0x3ba5dbcfbca8a023:0xc97f2533939b09e7!8m2!3d11.8316787!4d75.9713499!16s%2Fg%2F11qq5tn7jz!19sChIJI6CovM_bpTsR5wmbkzMlf8k?authuser=0&hl=en&rclk=1
Wayanad Vazhiyoram Restaurant,+919544077088,Restaurants,Restaurants,Wayanad,"Vazhiyoram Restaurant, Mananthavady, Kerala 670645, India",11.8269497,75.981127,https://www.google.com/maps/place/Wayanad+Vazhiyoram+Restaurant/data=!4m7!3m6!1s0x3ba5db108b34e3b5:0xa4a27278a0110803!8m2!3d11.8269497!4d75.981127!16s%2Fg%2F11l2pl8fl5!19sChIJteM0ixDbpTsRAwgRoHhyoqQ?authuser=0&hl=en&rclk=1
Bafa Restaurant,,Restaurants,Restaurants,Wayanad,"RXR3+4P8, Thalappuzha, Thavinhal, Kerala 670644, India",11.8402752,75.9543171,https://www.google.com/maps/place/Bafa+Restaurant/data=!4m7!3m6!1s0x3ba5dbb1061d2155:0x335507b05116c25c!8m2!3d11.8402752!4d75.9543171!16s%2Fg%2F11cjw1kb3n!19sChIJVSEdBrHbpTsRXMIWUbAHVTM?authuser=0&hl=en&rclk=1
New Star Thattukada,,Restaurants,Restaurants,Wayanad,"RVQH+H9P, Mananthavady - Nedumpoil Rd, Kerala 670644, India",11.8389531,75.8784556,https://www.google.com/maps/place/New+Star+Thattukada/data=!4m7!3m6!1s0x3ba5d1002f979ab1:0x2f5687b3b46136b3!8m2!3d11.8389531!4d75.8784556!16s%2Fg%2F11msg5n5dy!19sChIJsZqXLwDRpTsRszZhtLOHVi8?authuser=0&hl=en&rclk=1
New Apple Restaurant,+919207867883,Restaurants,Restaurants,Wayanad,"Manandavadi, road, krome, marachuvad, Kerala 670731, India",11.7434169,75.888836,https://www.google.com/maps/place/New+Apple+Restaurant/data=!4m7!3m6!1s0x3ba5d7acf12330cd:0x3421dcca7aeb9838!8m2!3d11.7434169!4d75.888836!16s%2Fg%2F11qn131j6l!19sChIJzTAj8azXpTsROJjresrcITQ?authuser=0&hl=en&rclk=1
Hotel Garden City,,Restaurants,Restaurants,Wayanad,"Yavanarkulam, Yavanarukulam, Porur, Thavinhal, Kerala 670644, India",11.7916917,75.9362846,https://www.google.com/maps/place/Hotel+Garden+City/data=!4m7!3m6!1s0x3ba5d90000c50e3b:0x8e736cc468d3bb25!8m2!3d11.7916917!4d75.9362846!16s%2Fg%2F11zhxpdqhy!19sChIJOw7FAADZpTsRJbvTaMRsc44?authuser=0&hl=en&rclk=1
Habibi Restaurant,+918848602592,Restaurants,Restaurants,Wayanad,"Panamaram, Kerala 670721, India",11.7353315,76.0734106,https://www.google.com/maps/place/Habibi+Restaurant/data=!4m7!3m6!1s0x3ba5df4c30225283:0xacb62ae580fe0a0e!8m2!3d11.7353315!4d76.0734106!16s%2Fg%2F11tj8zs99r!19sChIJg1IiMEzfpTsRDgr-gOUqtqw?authuser=0&hl=en&rclk=1
Ajwa Thattukkada,,Restaurants,Restaurants,Wayanad,"Thalappuzha, Thavinhal, Kerala 670644, India",11.8331052,75.9669315,https://www.google.com/maps/place/Ajwa+Thattukkada/data=!4m7!3m6!1s0x3ba5db9a514ac143:0xd5ddd284cdec407e!8m2!3d11.8331052!4d75.9669315!16s%2Fg%2F11l1jgxs1c!19sChIJQ8FKUZrbpTsRfkDszYTS3dU?authuser=0&hl=en&rclk=1
TAJ Family Restaurant,+919207873411,Restaurants,Restaurants,Wayanad,"PRPH+4F7, Thondernad, Kerala 670731, India",11.7352954,75.828721,https://www.google.com/maps/place/TAJ+Family+Restaurant/data=!4m7!3m6!1s0x3ba5d7f816b40a13:0xeb1f521d428dfd7e!8m2!3d11.7352954!4d75.828721!16s%2Fg%2F11tg80r354!19sChIJEwq0FvjXpTsRfv2NQh1SH-s?authuser=0&hl=en&rclk=1
Vanitha hotel/mess,,Restaurants,Restaurants,Wayanad,"RXQF+9W, Thavinhal, Kerala 670644, India",11.8384517,75.9748739,https://www.google.com/maps/place/Vanitha+hotel%2Fmess/data=!4m7!3m6!1s0x3ba5db0010383de7:0x599ab1841ad4c14f!8m2!3d11.8384517!4d75.9748739!16s%2Fg%2F11z8tkcf06!19sChIJ5z04EADbpTsRT8HUGoSxmlk?authuser=0&hl=en&rclk=1
Bappooti Thattukada,,Restaurants,Restaurants,Wayanad,"RXM8+X2R, Thavinhal, Kerala 670644, India",11.8352901,75.9646564,https://www.google.com/maps/place/Bappooti+Thattukada/data=!4m7!3m6!1s0x3ba5db60190ab483:0xa9541484f1727ebb!8m2!3d11.8352901!4d75.9646564!16s%2Fg%2F11k4k4m910!19sChIJg7QKGWDbpTsRu35y8YQUVKk?authuser=0&hl=en&rclk=1
Mist&Mug,,Restaurants,Restaurants,Wayanad,"RWPJ+HRX, SH59, Thavinhal, Kerala 670644, India",11.8364908,75.9320688,https://www.google.com/maps/place/Mist%26Mug/data=!4m7!3m6!1s0x3ba5db0054bb5a6d:0x8c1b714abf2b92f3!8m2!3d11.8364908!4d75.9320688!16s%2Fg%2F11zg3vgd7n!19sChIJbVq7VADbpTsR85Irv0pxG4w?authuser=0&hl=en&rclk=1
Uppum Mulakum Restaurant,+919847119948,Restaurants,Restaurants,Wayanad,"kuttapara, Korome, Thondernad, Kerala 670731, India",11.7454114,75.8707968,https://www.google.com/maps/place/Uppum+Mulakum+Restaurant/data=!4m7!3m6!1s0x3ba5d7f312e0eadf:0xe41a3cf62e8c0ae0!8m2!3d11.7454114!4d75.8707968!16s%2Fg%2F11fmm144sp!19sChIJ3-rgEvPXpTsR4AqMLvY8GuQ?authuser=0&hl=en&rclk=1
1998_cafe,,Restaurants,Restaurants,Wayanad,"RVV7+5VQ, Kerala 670644, India",11.8429735,75.8647367,https://www.google.com/maps/place/1998_cafe/data=!4m7!3m6!1s0x3ba5d1b99e0a3c21:0xc5033081b8b5cfe2!8m2!3d11.8429735!4d75.8647367!16s%2Fg%2F11ls2pb388!19sChIJITwKnrnRpTsR4s-1uIEwA8U?authuser=0&hl=en&rclk=1
Hotel New Kaveri,+919946267418,Restaurants,Restaurants,Wayanad,"R3CJ+VP5, Palvelicham, Kerala 670646, India",11.8221261,76.0818572,https://www.google.com/maps/place/Hotel+New+Kaveri/data=!4m7!3m6!1s0x3ba5e7a574d1007b:0xb779e77dbe412903!8m2!3d11.8221261!4d76.0818572!16s%2Fg%2F11kq43fgs5!19sChIJewDRdKXnpTsRAylBvn3nebc?authuser=0&hl=en&rclk=1
Century Restaurant,+918921902234,Restaurants,Restaurants,Wayanad,"R223+9J8, Mananthavady, Kerala 670645, India",11.8009596,76.0039805,https://www.google.com/maps/place/Century+Restaurant/data=!4m7!3m6!1s0x3ba5df24b6561503:0x8888fda266cfc07e!8m2!3d11.8009596!4d76.0039805!16s%2Fg%2F11kjp1j247!19sChIJAxVWtiTfpTsRfsDPZqL9iIg?authuser=0&hl=en&rclk=1
FOOD CITY RESTAURANT,+919747853571,Restaurants,Restaurants,Wayanad,"R262+JQ6, SH59, Mananthavady, Kerala 670645, India",11.811529,76.0018785,https://www.google.com/maps/place/FOOD+CITY+RESTAURANT/data=!4m7!3m6!1s0x3ba5df42c4257cc7:0x88ce14c3f170e004!8m2!3d11.811529!4d76.0018785!16s%2Fg%2F11n5kr7vmr!19sChIJx3wlxELfpTsRBOBw8cMUzog?authuser=0&hl=en&rclk=1
Southern Spice,+914936232000,Restaurants,Restaurants,Wayanad,"A Manjoora, No. 1/72, East Crescent Road, Thariyode, Padinjarathara, Kerala 673575, India",11.6564454,75.9590417,https://www.google.com/maps/place/Southern+Spice/data=!4m7!3m6!1s0x3ba677448f239c4f:0x20539cdee2728642!8m2!3d11.6564454!4d75.9590417!16s%2Fg%2F11s5wkyfgz!19sChIJT5wjj0R3pjsRQoZy4t6cUyA?authuser=0&hl=en&rclk=1
ZAIN FOOD COURT Earpona,+918086080806,Indian restaurant,Indian restaurant,Kozhikode,"CW68+7J4, Elettil - Parappan Poyil, Rd, Kedavur, Kerala 673573, India",11.4104847,75.916561,https://www.google.com/maps/place/ZAIN+FOOD+COURT+Earpona/data=!4m7!3m6!1s0x3ba6699c66bc808b:0x24a2e290bf1b556a!8m2!3d11.4104847!4d75.916561!16s%2Fg%2F11sw49lfqz!19sChIJi4C8ZpxppjsRalUbv5DioiQ?authuser=0&hl=en&rclk=1
Hotel Ruchi,,Kerala restaurant,Kerala restaurant,Kozhikode,"CW4Q+M86, Thamarassery, Kerala 673573, India",11.4073829,75.9376435,https://www.google.com/maps/place/Hotel+Ruchi/data=!4m7!3m6!1s0x3ba66928f609328b:0xce1dfa9da6a559e0!8m2!3d11.4073829!4d75.9376435!16s%2Fg%2F11t9jgszxj!19sChIJizIJ9ihppjsR4Fmlpp36Hc4?authuser=0&hl=en&rclk=1
Zain Thalassery Family Restaurant,,Restaurant,Restaurant,Kozhikode,"Parappanpoyil, Thamarassery, Kerala 673573, India",11.4029349,75.9275717,https://www.google.com/maps/place/Zain+Thalassery+Family+Restaurant/data=!4m7!3m6!1s0x3ba66900429b32b3:0xfff8af92240e1c19!8m2!3d11.4029349!4d75.9275717!16s%2Fg%2F11z522x50w!19sChIJszKbQgBppjsRGRwOJJKv-P8?authuser=0&hl=en&rclk=1
Restaurant,,Restaurants,Restaurants,Wayanad,"R3JQ+5G3, Palvelicham, Kerala 670646, India",11.8299087,76.0875273,https://www.google.com/maps/place/Restaurant/data=!4m7!3m6!1s0x3ba5e71291d5e603:0x764ad0625d5b6d82!8m2!3d11.8299087!4d76.0875273!16s%2Fg%2F11tcm81yyn!19sChIJA-bVkRLnpTsRgm1bXWLQSnY?authuser=0&hl=en&rclk=1
Dawath Restaurant,,Restaurants,Restaurants,Wayanad,"Thalassery Road, Mananthavady, Kerala 670645, India",11.8049812,76.0045607,https://www.google.com/maps/place/Dawath+Restaurant/data=!4m7!3m6!1s0x3ba5df8c17a1d86f:0x8d7c2d6c42d64c5a!8m2!3d11.8049812!4d76.0045607!16s%2Fg%2F11t17wkhzs!19sChIJb9ihF4zfpTsRWkzWQmwtfI0?authuser=0&hl=en&rclk=1
Olive catering&restaurant,+919061501930,Restaurants,Restaurants,Kozhikode,"JMMX+464, Kakkuni, Cherapuram, Kerala 673507, India",11.6327602,75.6980743,https://www.google.com/maps/place/Olive+catering%26restaurant/data=!4m7!3m6!1s0x3ba6813a28223a3d:0x1451daf07308ac6!8m2!3d11.6327602!4d75.6980743!16s%2Fg%2F11sqpqxg_x!19sChIJPToiKDqBpjsRxoowB68dRQE?authuser=0&hl=en&rclk=1
Spice & Grill Restaurant,+919961605550,Restaurants,Restaurants,Kozhikode,"SH38, Nadapuram - Kuttiady Rd, Chelakkad, Nadapuram, Kallachi, Kerala 673506, India",11.6840405,75.6816015,https://www.google.com/maps/place/Spice+%26+Grill+Restaurant/data=!4m7!3m6!1s0x3ba681517124118f:0x55128fc9466f5fd0!8m2!3d11.6840405!4d75.6816015!16s%2Fg%2F11ltwrqjwv!19sChIJjxEkcVGBpjsR0F9vRsmPElU?authuser=0&hl=en&rclk=1
Malabar Restaurant,+918281350310,Restaurants,Restaurants,Kozhikode,"MPF7+QRG, MainRoad, Vattoli, Kerala 673507, India",11.6744101,75.7145442,https://www.google.com/maps/place/Malabar+Restaurant/data=!4m7!3m6!1s0x3ba67fab2a2a5c67:0x729f436a61fcd338!8m2!3d11.6744101!4d75.7145442!16s%2Fg%2F11k9rjw7ft!19sChIJZ1wqKqt_pjsRONP8YWpDn3I?authuser=0&hl=en&rclk=1
Nice Day Restaurant,,Restaurants,Restaurants,Kozhikode,"near Ajantha Takkies, Kakkattil, Kerala 673507, India",11.6768519,75.7014526,https://www.google.com/maps/place/Nice+Day+Restaurant/data=!4m7!3m6!1s0x3ba68199c02deebf:0x44fd7a0016be315b!8m2!3d11.6768519!4d75.7014526!16s%2Fg%2F11rdm0xh95!19sChIJv-4twJmBpjsRWzG-FgB6_UQ?authuser=0&hl=en&rclk=1
Kanthari Caterings & Restaurant Vattoli,,Restaurants,Restaurants,Kozhikode,"VNHSS UP Section, SH38, Vattoli, Kerala 673507, India",11.6747467,75.7125824,https://www.google.com/maps/place/Kanthari+Caterings+%26+Restaurant+Vattoli/data=!4m7!3m6!1s0x3ba681ca057e978b:0x32982623d0cb048c!8m2!3d11.6747467!4d75.7125824!16s%2Fg%2F11y4bnbj79!19sChIJi5d-BcqBpjsRjATL0CMmmDI?authuser=0&hl=en&rclk=1
Live Food Catering and Restaurant,,Restaurants,Restaurants,Kozhikode,"Center Complex, Main Road, Kakkattil, Kerala 673507, India",11.680686,75.6995395,https://www.google.com/maps/place/Live+Food+Catering+and+Restaurant/data=!4m7!3m6!1s0x3ba6815fd10c89b3:0x74b00a411680e235!8m2!3d11.680686!4d75.6995395!16s%2Fg%2F11r_ck633j!19sChIJs4kM0V-BpjsRNeKAFkEKsHQ?authuser=0&hl=en&rclk=1
ബലേട്ടിലെ ചായക്കട,,Restaurants,Restaurants,Kozhikode,"JPMF+RMV, Valakettu, Kerala 673507, India",11.634443,75.7240129,https://www.google.com/maps/place/%E0%B4%AC%E0%B4%B2%E0%B5%87%E0%B4%9F%E0%B5%8D%E0%B4%9F%E0%B4%BF%E0%B4%B2%E0%B5%86+%E0%B4%9A%E0%B4%BE%E0%B4%AF%E0%B4%95%E0%B5%8D%E0%B4%95%E0%B4%9F/data=!4m7!3m6!1s0x3ba67f00063abcad:0x31359002bff25ca3!8m2!3d11.634443!4d75.7240129!16s%2Fg%2F11wtpmdybc!19sChIJrbw6BgB_pjsRo1zyvwKQNTE?authuser=0&hl=en&rclk=1
Al Shake Restaurant,,Restaurants,Restaurants,Kozhikode,"MPF5+R82 Al shake Restaurant, Ambalakulangara, Kunnummal, Kerala 673507, India",11.6745195,75.7082653,https://www.google.com/maps/place/Al+Shake+Restaurant/data=!4m7!3m6!1s0x3ba68100539de9a3:0x98dc06c341067e5b!8m2!3d11.6745195!4d75.7082653!16s%2Fg%2F11y8zxvnpd!19sChIJo-mdUwCBpjsRW34GQcMG3Jg?authuser=0&hl=en&rclk=1
New Thushara Hotel,,Restaurants,Restaurants,Kozhikode,"JP54+5FP, Palliyath Theekkuni Rd, Velom, Kerala 673507, India",11.6079548,75.7061886,https://www.google.com/maps/place/New+Thushara+Hotel/data=!4m7!3m6!1s0x3ba68700283d6143:0x5a9cb1c9a8f8dc0f!8m2!3d11.6079548!4d75.7061886!16s%2Fg%2F11z3xytl8q!19sChIJQ2E9KACHpjsRD9z4qMmxnFo?authuser=0&hl=en&rclk=1
Kadav thattukada,,Restaurants,Restaurants,Kozhikode,"JP34+67W, Avala, Kerala 673507, India",11.6031038,75.7057022,https://www.google.com/maps/place/Kadav+thattukada/data=!4m7!3m6!1s0x3ba687b673b7e835:0xc6cc0f636a109db6!8m2!3d11.6031038!4d75.7057022!16s%2Fg%2F11sgd07y9c!19sChIJNei3c7aHpjsRtp0QamMPzMY?authuser=0&hl=en&rclk=1
PKREST RESTAURANT,,Restaurants,Restaurants,Kozhikode,"JMGF+9X7, Kuttiadi - Theekkuni - Ayancheri - Vatakara Rd, Ayanchery, Kerala 673541, India",11.6259202,75.674908,https://www.google.com/maps/place/PKREST+RESTAURANT/data=!4m7!3m6!1s0x3ba680d119c3fd9b:0xb45abc78ff42d40f!8m2!3d11.6259202!4d75.674908!16s%2Fg%2F11krpt8bkt!19sChIJm_3DGdGApjsRD9RC_3i8WrQ?authuser=0&hl=en&rclk=1
Najaf restaurant,,Restaurants,Restaurants,Kozhikode,"MP5V+5VX, Kuttiady, Kayakkody, Kerala 673508, India",11.6579827,75.7447457,https://www.google.com/maps/place/Najaf+restaurant/data=!4m7!3m6!1s0x3ba67f000d4d2a33:0x8b66ca353c4b8f8f!8m2!3d11.6579827!4d75.7447457!16s%2Fg%2F11z5d9zf9d!19sChIJMypNDQB_pjsRj49LPDXKZos?authuser=0&hl=en&rclk=1
Lineesh Hotel,+919995239666,Restaurants,Restaurants,Kozhikode,"SH38, Mokeri, Kerala 673507, India",11.6733571,75.7221481,https://www.google.com/maps/place/Lineesh+Hotel/data=!4m7!3m6!1s0x3ba67fd10211ab3f:0x1ddc9afcb65b047b!8m2!3d11.6733571!4d75.7221481!16s%2Fg%2F124yg1mq1!19sChIJP6sRAtF_pjsRewRbtvya3B0?authuser=0&hl=en&rclk=1
Kammath & Kammath,,Restaurants,Restaurants,Kozhikode,"MP5Q+XV2, Kozhikode, Kerala 673508, India",11.6599906,75.7395132,https://www.google.com/maps/place/Kammath+%26+Kammath/data=!4m7!3m6!1s0x3ba67f484e3d256d:0x2a3166744e2975c6!8m2!3d11.6599906!4d75.7395132!16s%2Fg%2F11rhsx0j4z!19sChIJbSU9Tkh_pjsRxnUpTnRmMSo?authuser=0&hl=en&rclk=1
Victoria Hotel,,Restaurants,Restaurants,Kozhikode,"MPF7+V8Q, Vattoli, Kerala 673507, India",11.674704,75.7133706,https://www.google.com/maps/place/Victoria+Hotel/data=!4m7!3m6!1s0x3ba680780ef36a49:0xabb865654b63717a!8m2!3d11.674704!4d75.7133706!16s%2Fg%2F11hckrb1wc!19sChIJSWrzDniApjsRenFjS2VluKs?authuser=0&hl=en&rclk=1
Chicking,07594060610,Fast Food,Fast Food,Kannur,"Mattannur - Iritty Rd mattannur, kannur",11.930345000000,75.567094100000,https://www.google.com/maps/place/Chicking/data=!4m7!3m6!1s0x3ba681001b228de9:0x4456c35eb2afd764!8m2!3d11.6802013!4d75.7000773!16s%2Fg%2F11w1d_k7g5!19sChIJ6Y0iGwCBpjsRZNevsl7DVkQ?authuser=0&hl=en&rclk=1
Hotel Food Park( kasthoorikkulam),+914962554515,Restaurants,Restaurants,Kozhikode,"State Highway 38, Nadapuram - Kuttiady Rd, Nadapuram, Kerala 673504, India",11.6871698,75.6570154,https://www.google.com/maps/place/Hotel+Food+Park%28+kasthoorikkulam%29/data=!4m7!3m6!1s0x3ba681c88c50d1ff:0xe7f3541dae0ffc2c!8m2!3d11.6871698!4d75.6570154!16s%2Fg%2F1262pp4ky!19sChIJ_9FQjMiBpjsRLPwPrh1U8-c?authuser=0&hl=en&rclk=1
Keerthi Hotel,+919388732759,Restaurants,Restaurants,Kozhikode,"Kolathur Road, Villiappally, Kerala 673542, India",11.6244526,75.6290674,https://www.google.com/maps/place/Keerthi+Hotel/data=!4m7!3m6!1s0x3ba68150fb9499b7:0x857478681c9ab766!8m2!3d11.6244526!4d75.6290674!16s%2Fg%2F1tsyn6gd!19sChIJt5mU-1CBpjsRZreaHGh4dIU?authuser=0&hl=en&rclk=1
Orchid Cafe,+918089788700,Restaurants,Restaurants,Kozhikode,"MQ94+88Q, Devarkovil, Kayakkody, Kerala 673508, India",11.6683482,75.7558953,https://www.google.com/maps/place/Orchid+Cafe/data=!4m7!3m6!1s0x3ba67f74569bd70b:0xd33682af054d769a!8m2!3d11.6683482!4d75.7558953!16s%2Fg%2F11t8g_yszy!19sChIJC9ebVnR_pjsRmnZNBa-CNtM?authuser=0&hl=en&rclk=1
Hill valley restaurant,+919539468249,Restaurants,Restaurants,Kozhikode,"PR94+4R3, Ancham Peedika - Kolathuvayal Rd, Kavilumpara, Kerala 673513, India",11.7177723,75.8070578,https://www.google.com/maps/place/Hill+valley+restaurant/data=!4m7!3m6!1s0x3ba5d791f78239c9:0xc25e2c38e237b93e!8m2!3d11.7177723!4d75.8070578!16s%2Fg%2F11j1y8ffm2!19sChIJyTmC95HXpTsRPrk34jgsXsI?authuser=0&hl=en&rclk=1
PIZZA RICOTTA K MALL,,Restaurants,Restaurants,Kozhikode,"MPJ2+22M, Kakkattil, Kunnummal, Kerala 673507, India",11.680113,75.7000027,https://www.google.com/maps/place/PIZZA+RICOTTA+K+MALL/data=!4m7!3m6!1s0x3ba681002761bf29:0x216dc48ec273b5c1!8m2!3d11.680113!4d75.7000027!16s%2Fg%2F11w1dxl66m!19sChIJKb9hJwCBpjsRwbVzwo7EbSE?authuser=0&hl=en&rclk=1
KABAAKI,,Restaurants,Restaurants,Kozhikode,"MQGJ+95J, Thottilpalam, Kerala 673513, India",11.6759625,75.7803906,https://www.google.com/maps/place/KABAAKI/data=!4m7!3m6!1s0x3ba67ffb5a48da03:0x87eda6e48bf6482f!8m2!3d11.6759625!4d75.7803906!16s%2Fg%2F11kbb4k11v!19sChIJA9pIWvt_pjsRL0j2i-Sm7Yc?authuser=0&hl=en&rclk=1
Kandathil Restaurant and Catering,+919745100415,Restaurants,Restaurants,Kozhikode,"Kuttiady, Kerala 673508, India",11.6557295,75.754585,https://www.google.com/maps/place/Kandathil+Restaurant+and+Catering/data=!4m7!3m6!1s0x3ba67e574ac7a20f:0x8b957c7bd9c9d7d2!8m2!3d11.6557295!4d75.754585!16s%2Fg%2F11ddxnk180!19sChIJD6LHSld-pjsR0tfJ2Xt8lYs?authuser=0&hl=en&rclk=1
